Book Name,Publisher,Author,Discounted Price,Discount Percentage,New Price,Discounted Percentage
Anlatacak Anıların Olmalı,İlke Yayıncılık,İdris Köylü,"14,00",29,"9,94",
Mansa Musa : Mali İmparatorluğu 1312-1337,Cinius Yayınları,Bulut Bağcı,"420,00",32,"285,60",
Beşli Kombo 1 - Zaman Yolcuğu,Mangali Şeyler,Hamza Mert Coşkuner,"40,00",33,"26,80",
O Zaman Şad Olur Divane Gönül,Can Yayınları (Ali Adil Atalay),Mehmet Çiçek,"120,00",32,"81,60",
43M2 Günlük,Cinius Yayınları,Levent Büyükakar,"160,00",32,"108,80",
Hala Umut Var Mı?,Motive Yayınları,Engin Kaşdaş,"125,00",18,"102,50",
Kar Yağarken Geceye,Gece Kitaplığı,Celal İnal,"184,00",38,"114,08",
Peyotenin Ülkesi,Arşiv,Aysema Arslan,,,"25,00",
Salıdan Önceki Pazartesi,Tümzamanlar Yayıncılık,Mustafa Köz,,,"25,00",
Marshall Yardımı,Cinius Yayınları,Selçuk Yüzbaşıoğlu,"220,00",32,"149,60",
Trials,Cinius Yayınları,Ege Dımışkı,"170,00",32,"115,60",
Ateş Soyu,Ateş Yayınları,Ahmet Aksu,"80,00",32,"54,40",
Nedamet,Düşünce Kitabevi Yayınları,Nerviye Usmanova,"62,00",23,"47,74",
68`lilerin Kırkayak Kahvesi,YCM Yayınları,Bülent Ağcabay,,,"35,00",
Saklambaç,Doğan Kitap,Defne Suman,"195,00",30,"136,50",
Naçizane,Tilki Kitap,Aylin Kozan,"83,00",33,"55,61",
Kendimiz Hakkında Bazı Yalanlar,Loras Kitap,Mehmet Kahraman,"112,00",27,"81,76",
Çember Apartmanı,Doğan Kitap,Defne Suman,"208,00",30,"145,60",
Mir Lütfi Divanı,Gece Kitaplığı,Mutlu Muhammet Aktaş,"259,00",38,"160,58",
Korkuluğun Düşü,Loras Kitap,Ali Necip Erdoğan,"124,00",27,"90,52",
Esra Taze Kitapları Seti 3 Kitap,Tılsım Yayınevi,Esra Taze,"80,00",29,"56,80",
Hoşça Kal İsrafil Rodop,Platanus Publishing,Firzan Üstün,"452,00",33,"302,84",
Lakhes - Lysis,İş Bankası Kültür Yayınları,Platon,"220,00",40,"132,00",
Ördekli,Tılsım Yayınevi,Ramazan Altıntaş,"60,00",33,"40,20",
Bay Dedektif,Tılsım Yayınevi,Ramazan Altıntaş,"60,00",33,"40,20",
Walworth Güzeli,İş Bankası Kültür Yayınları,Michele Roberts,"160,00",40,"96,00",
Aziz Ayyaş Efsanesi,İş Bankası Kültür Yayınları,Joseph Roth,"100,00",40,"60,00",
Lakhes - Lysis,İş Bankası Kültür Yayınları,Platon,"50,00",40,"30,00",
Radiant 1,Senpai Yayınevi,Tony Valente,"128,50",43,"73,25",
İrlandalı Boksör ile Esnaf Hikayesi,Günce Yayınları,Gül Güzel Prenses,"70,00",23,"53,90",
Haiku Gibi Şiirler,Alıç Yayınları,İbrahim Alparslan,"90,00",33,"60,30",
H. Tahsin Nuri`nin Yiğitler Romanı ve İzdivaç Dergisindeki Öyküleri,Günce Yayınları,Murat Gür,"140,00",23,"107,80",
Yanık İle Dilek Boncuğu,Doğu Batı Yayınları,Yücel Feyzioğlu,"160,00",23,"123,20",
Mısralar Dile Düştü,Günce Yayınları,Hüseyin Avcı,"80,00",33,"53,60",
Radiant 2,Senpai Yayınevi,Tony Valente,"128,50",49,"65,54",
27 Mayıs Darbecilerine Verdiği Cevapla İmam-Hatip Okullarını Kapatılmaktan Kurtaran Kugudalı Öğrencinin Yaşadıkları,Yazarın Kendi Yayını - Muhittin Bilgin,Muhittin Bilgin,"65,00",28,"46,80",
Çengi,Tema Yayınları,Ahmet Mithat Efendi,"78,00",29,"55,38",
Bellum Akademi - 1 Tutsak Ruh,Elpis Yayınları,Gamze Ünaldı,"209,00",37,"131,67",
Elizabeth`in Günlüğü ve Amerikan Board Misyonerlerinin Çağı,Elpis Yayınları,Çağdaş Çelebi,"189,00",37,"119,07",
Seyyidi Eş`ar,Grafiker Yayınları,Mutlu M. Aktaş,"90,00",23,"69,30",
Gerçekten Beni Duyuyor Musunuz? Ben Bir Gencim,Gülnar Yayınları,Fecri Acar,"80,00",29,"56,80",
Metrukpol,Ebabil Yayınları,Furkan Güney,"70,00",23,"53,90",
Bize Göre,Pınar Yayınları,Ahmet Haşim,"65,00",29,"46,15",
Evet Sevdim,Kuyu Kitap,Şahbettin Ali,"95,00",13,"82,65",
Meczup,Pınar Yayınları,Halil Cibran,"54,60",29,"38,77",
Yeşilin Kızı Anne 7: Gökkuşağı Vadisi,Artemis Yayınları,L. M. Montgomery,"175,00",35,"113,75",
Oyunlarla Büyümek,Hayal Yayınları,Reşat Gürel,"70,00",32,"47,60",
Yeşilin Kızı Anne 7: Gökkuşağı Vadisi,Artemis Yayınları,L. M. Montgomery,"125,00",35,"81,25",
Giden’e ve Kalan’a,Alfa Aktüel Yayınları,Yılmaz Ekinci,"90,00",8,"82,80",
Babamın Bağlaması,Everest Yayınları,Kemal Varol,"165,00",35,"107,25",
Ne Kaldı Geriye?,Hayal Yayınları,Meral Kurulay,"150,00",32,"102,00",
Gece Mavisi,40 Kitap,Fatih Başcı,"80,00",33,"53,60",
Aylaklar,Everest Yayınları,Melih Cevdet Anday,"195,00",35,"126,75",
Küçük Kadınlar,Ren Kitap,Louisa May Alcott,"290,00",50,"145,00",
Karşılaştırmalı Edebiyata Giriş -Yeni Eğilimler ve Uygulamalar,Doğu Batı Yayınları,Cesar Dominguez,"175,00",23,"134,75",
Anmadan Olmaz Düğün Çiçeklerini,40 Kitap,Neslihan Altun,"80,00",29,"56,80",
Zal,Parana Yayınları,Kollektif,"84,00",33,"56,28",
Uysal Kız,Halk Kitabevi,Fyodor Mihayloviç Dostoyevski,"85,00",33,"56,95",
Adanmış Ömür Günlüğü,Panama Yayıncılık,K. Mahir Damatlar,"125,00",33,"83,75",
Timsah,Halk Kitabevi,Fyodor Mihayloviç Dostoyevski,"80,00",33,"53,60",
Sorun Sende Değil Nenende !,Tara Kitap,Bora Eriş,"120,00",33,"80,40",
Hayatımın Romanı,Bilgi Yayınevi,Leonardo Padura,"250,00",25,"187,50",
Sırt Çantamdaki Asya,Epona Kitap,Kenan Yıldırım,"112,00",32,"76,16",
Temmuza Çığ Düştü,Kitap At Yayınları,Dilek Görür,"100,00",33,"67,00",
Aydil Erol`dan Dosta Düşmana Karşı,Akıl Fikir Yayınları,Aydil Erol,"160,00",22,"124,80",
Tatsız Bir Olay,Halk Kitabevi,Fyodor Mihayloviç Dostoyevski,"85,00",33,"56,95",
Ben Sen Ve Atasözü,Narsist,Tayfun Akkarpat,"60,00",33,"40,20",
LaLi Berte`ye Mektuplar,h2o Kitap,Mecit Ünal,"119,00",29,"84,49",
Dicle,Dara Yayınları,Metin Aktaş,"280,00",33,"187,60",
Türkçemizin Zarafeti - Dilimize İncelik ve Estetik Açılarından Bakış,Akıl Fikir Yayınları,Ayhan Güldaş,"100,00",22,"78,00",
Dava Kapandı,Epona Kitap,Patrik Ourednik,"128,00",33,"85,76",
Moby Dick - Yerküre ve Denizküre Arasında,Doğu Batı Yayınları,Mehmet AYDIN,"125,00",23,"96,25",
Bir Deistin Hidayeti,Çıra Yayınları,Mustafa Gül,"120,00",28,"86,40",
Ama Hala Benimle,Yakın Kitabevi,Kolektif,"100,00",23,"77,00",
Adrese Teslim,Kitap Müptelası Yayınları,Sabriye Nişancı,"360,00",23,"277,20",
Şiir Yolculuğu,Cinius Yayınları,Fehime Akcan,"160,00",32,"108,80",
Diplomasi Dedikleri,Luna Yayınları,Şefik Onat,"165,00",23,"127,05",
Beuys - Harlan: Sanatı Derinden Kavramak,Tekhne Yayınları,Özkan EROĞLU,"120,00",32,"81,60",
The Picture of Dorian Gray,Maviçatı Yayınları,Oscar Wilde,"100,00",50,"50,00",
Hayalin Ötesinde,Bengisu Yayınları,Murat Koçak,"120,00",29,"85,20",
The Lost Treasure,Cinius Yayınları,Tzu Hung Lin,"420,00",32,"285,60",
Eskimeyen Yazı,Çizgi Kitabevi Yayınları,Kemal Özcan,"180,00",18,"147,60",
Sahaf Mendel - Görünmez Koleksiyon - Bir Zanaatkar ile Beklenmedik Karşılaşma 3 Öykü Bir Arada,Tema Yayınları,Stefan Zweig,"34,00",29,"24,14",
Yıldızlar Üstü,Luna Yayınları,Hürcan Akgün,"82,00",23,"63,14",
Vatanı Şiirle Yönetmek,Gülnar Yayınları,Mehmet Emin Usta,"75,00",29,"53,25",
Miras,Parana Yayınları,Hazan Ayaz,"64,00",33,"42,88",
Ütopya Ülkesinin İmparatoru,Ey Yayınları,Bekir Yıldırım,"120,00",18,"98,40",
Gece Avcısı Aybüke 1 - Yolazdıran,Parana Yayınları,Funda Akbulut,"60,00",33,"40,20",
Kayıp Zamanın İzinde Guermantes Tarafı 3. Kitap,Elips Kitap,Marcel Proust,"254,00",33,"170,18",
Arda Giz Geleceğin Efendileri,Paris Yayınları,Ünver Alibey,"80,00",23,"61,60",
Vaat,Delidolu,Damon Galgut,"169,00",23,"130,13",
Esrar-ı Cinayat,Tema Yayınları,Ahmet Mithat Efendi,"114,00",29,"80,94",
Elimi Tut Öğretmenim,Gülnar Yayınları,İsmet Erdal,"160,00",29,"113,60",
Sanatçının Genç Bir Köpek Olarak Portresi,Kırmızı Kedi Yayınevi,Dylan Thomas,"120,00",28,"86,40",
Vahiy Kitapları,Everest Yayınları,William Blake,"205,00",35,"133,25",
Vahiy Kitapları,Everest Yayınları,William Blake,"255,00",35,"165,75",
Ufuktaki Güneş,Çıra Yayınları,Ömer Aslanhan,"120,00",28,"86,40",
Kızıl Elma Osmanlıca,Gece Kitaplığı,Ziya Gökalp,"231,00",38,"143,22",
İlham-ı Vatan Osmanlıca,Gece Kitaplığı,Abdülhak Hamit Tarhan,"177,00",38,"109,74",
Tarih Sahifeleri Osmanlıca,Gece Kitaplığı,Ahmet Refik Altınay,"539,00",38,"334,18",
TBMM Tutanakları Osmanlıca,Gece Kitaplığı,Anonim,"253,00",38,"156,86",
Ferdi ve Şürekası Osmanlıca,Gece Kitaplığı,Halit Ziya Uşaklıgil,"197,00",38,"122,14",
Hive Hanlığı ve Türkistan`da Rus Yayılması Osmanlıca,Gece Kitaplığı,Ali Suavi,"221,00",38,"137,02",
Asker Oğlu Osmanlıca,Gece Kitaplığı,Ahmet Rasim,"219,00",38,"135,78",
Turkuaz Espadriller - Beta Ayakkabı’nın Hikayesi,Epsilon Yayınevi,Ercan İkiışık,"198,50",55,"89,33",
Zaman Kırılmalarında Aşk,Medeci Yayınları,Efe Erginer,"90,00",33,"60,30",
Yansıma,Perseus,Hazal Kılınç,"89,00",59,"36,49",
Madencinin Ortanca Kızı,Perseus,Özgül Özcan Yeşil,"149,00",38,"92,38",
Metnin Cazibesi,Paradigma Akademi Yayınları,Sefa Yüce,"200,00",18,"164,00",
Ali`nin Romanı,Kekeme Yayınları,Gül Güleryüz,"70,00",28,"50,40",
Mükemmel Remil Kitabı İnceleme-Metin-Sözlük-Dizin,Paradigma Akademi Yayınları,Volkan Karagözlü,"210,00",18,"172,20",
Kıymık,Papilka,Sinan Barış,"60,00",29,"42,60",
Hoşçakal,Halk Kitabevi,Selahattin Yalçıner,"110,00",33,"73,70",
Şişe Dibi Hayatlar,Alageyik Yayınları,Ebru Çabuk,"50,00",33,"33,50",
Tarafsız Bölge,Anatolia Kitap,Firuz Mustafa,"30,00",33,"20,10",
Mağara Ayısı Klanı - Yeryüzü Çocukları 1,Alfa Yayınları,Jean M. Auell,"165,00",35,"107,25",
Bana Sevgiyi Anlat,Hatıra Kitap,Aydan Yıldız Güneş,"60,00",23,"46,20",
Enro ve Ötesi,Anatolia Kitap,Abdülkadir Özkan,"40,00",33,"26,80",
İnal Bey,Anatolia Kitap,Afgan Askerov,"80,00",33,"53,60",
Sesine Sardım Hüznümü,Alageyik Yayınları,Ömür Ardeniz,"120,00",55,"54,00",
3 Hikaye,Liman Yayınevi,Oğuz Özdem,"96,00",33,"64,32",
Okullu Öyküler,Liman Yayınevi,Niyazi Uyar,"142,00",33,"95,14",
Mamut Avcıları,Alfa Yayınları,Jean M. Auell,"255,00",35,"165,75",
Dublinliler,Tema Yayınları,James Joyce,"96,00",29,"68,16",
Gerçek Sadece Benim,Serüven Yayınevi,Ozan Mert Aytaş,"135,00",34,"89,10",
Farkında Değildin,Liman Yayınevi,Mustafa Çatıkkaş,"67,00",33,"44,89",
Atlar Vadisi,Alfa Yayınları,Jean M. Auell,"275,00",35,"178,75",
Ayna,Ayyıldız Kitap,Elif Şalcı,"30,00",23,"23,10",
Sükunetin Kapısı,Ayyıldız Kitap,Hülya Ekmekci,"40,00",23,"30,80",
Pastel Yalnızlıklar,Fihrist Kitap,Berat Yılmaz,"99,50",33,"66,67",
İnsanlar ve İnsanlar,İthaki Yayınları,İlker Aslan,"85,00",49,"43,35",
Prof. Bir Kitap Bağımlısının hikayesi,Muhkem Kitap,Ahmet Kılıç,,,"45,00",
Dolunay Katilleri: Osage Cinayetleri ve FBI’ın Doğuşu,İthaki Yayınları,David Grann,"193,00",45,"106,15",
İçin İçin Yanan Ateş,İthaki Yayınları,Paula Hawkins,"205,00",58,"86,10",
Ev Erkeğinin Yolu 5. Cilt,Gerekli Şeyler Yayıncılık,Kousuke Oono,"120,00",50,"60,00",
Satürn Evleri 7. Cilt,İthaki Yayınları,Hisae İvaoka,"130,00",45,"71,50",
Tek Satırlık Mutluluk,Fihrist Kitap,Suat Kızıl,"89,50",33,"59,97",
"Jön Türk - Milli, İçtimai ve Siyasi Roman",Tema Yayınları,Ahmet Mithat Efendi,"96,00",29,"68,16",
Miras,Yabancı Yayınları,Elle Kennedy,"210,00",45,"115,50",
Şevrole Belayir,Nemesis Kitap,Sanem Gonzalez,"148,50",60,"59,40",
Yabancı,İthaki Yayınları,Barbaros Altuğ,"140,00",58,"58,80",
Divan - Tenkidli Metin,Eren Yayıncılık,İbn-i Kemal,"100,00",17,"83,00",
Çiftçinin Savaşı,Yabancı Yayınları,Elise Kova,"275,00",45,"151,25",
Sen ve Hayat Şiir,Emin Yayınları,Cemalettin Şen,"44,00",23,"33,88",
"Oy, Markus, Oy!",Ötüken Neşriyat,Cengiz Dağcı,"100,00",40,"60,00",
İnci Tanem,İkinci Adam Yayınları,Dilan Bektaş,"115,00",33,"77,05",
Çiftçinin Savaşı,Yabancı Yayınları,Elise Kova,"130,00",45,"71,50",
Aslan Yürekli Cüce,Az Kitap,Hasan Yiğit,"100,00",38,"62,00",
Çırpınan Sular Uyuyan Hatıralar,Elips Kitap,Mükerrem Kamil Su,"148,00",33,"99,16",
Olağanhiçç,Epona Kitap,Bayram Zıvalı,"104,00",29,"73,84",
Kumaş,Epona Kitap,Yavuz Türk,"98,00",32,"66,64",
Yürümek İsteyen Ayak,Epona Kitap,Barış Yıldırım,"98,00",32,"66,64",
Mistik Fısıltılar,Az Kitap,Mehtap Altan,"100,00",38,"62,00",
Söz Ver Bana,İBK - İz Bırakan Kalemler,Serpil Ünal,"188,00",38,"116,56",
Duman,Edebiyatist,Bülent Göksal,"120,00",28,"86,40",
İki,Edebiyatist,Bülent Göksal,"120,00",28,"86,40",
La Fontaine’den Seçmeler,Sıfır6 Yayınevi,Jean de la Fontaine,"60,00",38,"37,20",
Sende Var Olacağım,Odessa Yayınevi,Aziz Batuhan Dinçel,"65,00",23,"50,05",
Eylül,Yediveren Yayınları,Kolektif,"203,00",40,"121,80",
Rüzgarlı Ev,Destek Yayınları,Banu Koç Çakan,"240,00",28,"172,80",
Hayata Tutunmak,Odessa Yayınevi,Nurgül Kayhan,"85,00",23,"65,45",
Bağlı Kaderler Ayrı Yazgılar,Butik Yayınları,Marine Selenee,"225,00",33,"150,75",
Türk Sosyolojisinde Mübeccel Belik Kıray,Alfa Yayınları,Kolektif,"190,00",35,"123,50",
Tam da Olması Gerektiği Gibi,Butik Yayınları,Alan Watts,"208,00",33,"139,36",
Kendi Yolumda,Butik Yayınları,Alan Watts,"233,00",33,"156,11",
Dünya Klasikleri,Komikşeyler Yayıncılık,Umut Sarıkaya,"250,00",28,"180,00",
Ziyadesiyle Yorulduk,Sidar Yayınları,Sema Kutlu,"50,00",33,"33,50",
Leyl,Şyk Kitap,Murat Gündoğan,"110,00",33,"73,70",
Bir Baltaya Whatsapp Oldum,Rönesans Yayınları,Mine Sota,"90,00",33,"60,30",
Küçük Şeyler Osmanlıca,Gece Kitaplığı,Samipaşazade Sezai,"186,00",38,"115,32",
Tom Amca’nın Kulübesi,Tema Yayınları,Harriet Beecher Stowe,"224,00",29,"159,04",
Gul ü Sinem,Sidar Yayınları,Veysi Ulgen,"120,00",33,"80,40",
Hayat Kırıklığı,Linza Yayınları,Mürvet İpek,"100,00",33,"67,00",
Aynadaki Adam,Rönesans Yayınları,Hasan Saraç,"98,00",33,"65,66",
Yakup Kadri Karaosmanoğlu’nun Dergi ve Gazete Yazılarında Halk,Grafiker Yayınları,Mu¨min Topcu,"90,00",23,"69,30",
Eflatun Zamanlar,Şyk Kitap,Neriman Ağaoğlu,"120,00",33,"80,40",
Cemile,Sidar Yayınları,Kadir Çat,"100,00",33,"67,00",
Cinayet Kokusu,Doğan Kitap,Sevil Atasoy,"150,00",30,"105,00",
Böğürtlen Osmanlıca,Gece Kitaplığı,Mehmet Rauf,"190,00",38,"117,80",
Zamaniden Nefesler,Liman Yayınevi,ABİDİN ASLAN,"125,00",33,"83,75",
Komün Yürek,Sidar Yayınları,Halil İbrahim Sezen,"45,00",33,"30,15",
Eğer Peşinden Gelirsem Karton Kapak,Ren Kitap,Emre Gül,"240,00",50,"120,00",
Ashab-ı Kehfimiz Osmanlıca,Gece Kitaplığı,Ömer Seyfettin,"180,00",38,"111,60",
Kurt Seyt ve Shura,Doğan Kitap,Nermin Bezmen,"249,00",30,"174,30",
Tefekkür Osmanlıca,Gece Kitaplığı,Recaizade Mahmut Ekrem,"158,00",38,"97,96",
Kafamdaki Gerçek,İkinci Adam Yayınları,Yusuf Can Aşcı,"200,00",33,"134,00",
Bir Sevda Hülyası,Ritim Plus Yayınları,Müslüm Karadaş,"200,00",33,"134,00",
Stefan Zweig 7 Kitap Set,Girdap Kitap,Stefan Zweig,"312,00",33,"209,04",
Dostoyevski 4 Kitap Set,Girdap Kitap,Fyodor Mihayloviç Dostoyevski,"216,00",33,"144,72",
Taşra Küçük İstanbul,Diksiyon ve Edebiyat Yayınları,Veli Dalbudak,"40,00",33,"26,80",
Köpekli Deli Kadın,Filtresiz Kitap,Kerem Ilgar,"85,00",28,"61,20",
Candan İçre,Diksiyon ve Edebiyat Yayınları,Ömür Gürbüz,"30,00",33,"20,10",
Üç Muharrir,Diksiyon ve Edebiyat Yayınları,Faruk Yılmazer,"30,00",33,"20,10",
Issız Baraka,Mandal Kitap,Sinan Işık,"86,00",28,"61,92",
Bir Önerim Var,Cezve Kitap,Fatih Yılmaz,"125,00",40,"75,00",
Manas,Kültür Ajans Yayınları,Hayrettin İvgin,"120,00",33,"80,40",
Aşk Yolcusu Yunus Emre`m,Gülhane Yayınları,Cumali Sever,"80,00",29,"56,80",
Ferda-yı Garam - Aşkın Yarını Günümüz Türkçesiyle,İş Bankası Kültür Yayınları,Mehmet Rauf,"140,00",40,"84,00",
“Hayallerine Sahip Çık” 2. Kısım Anka’nın Anahtarı,Gülhane Yayınları,Adem Dönmez,"70,00",29,"49,70",
“Hayallerine Sahip Çık” 1. Kısım Kara Kutunun Gizemi,Gülhane Yayınları,Adem Dönmez,"70,00",29,"49,70",
Buraya Kadar,Bengisu Yayınları,Nusret Tarar,"120,00",29,"85,20",
Bağlanma Kuramı Epigenetik ve Nörobilim,Platanus Publishing,Emrullah Ecer,"376,00",33,"251,92",
Beni Bırakırsan,Hep Kitap,Crystal Hana Kim,"210,00",57,"90,30",
52 Öykü Yaşam,Anadolu Üniversitesi Yayınları,Gökhan Tunç,"120,00",18,"98,40",
Deniz`in Sesi,Pika Yayınevi,Melekber Deniz,"200,00",29,"142,00",
Akarnae - Medora Günlükleri 1,Artemis Yayınları,Lynette Noni,"225,00",35,"146,25",
Akarnae - Medora Günlükleri 1,Artemis Yayınları,Lynette Noni,"285,00",35,"185,25",
Davud-ı Halveti ve Gülşen-i Tevhid`i,Bolu Belediyesi,Abdülmecit İslamoğlu,"350,00",18,"287,00",
İnsanlığın Mutluluk Serüveni,Platanus Publishing,Nevzat Umdu,"376,00",33,"251,92",
Ölüler Diyarı Prensesi Lethe,Morena Yayınevi,Cem Yıldız,"150,00",33,"100,50",
Zalimane Bir İdam Hükmü,Elips Kitap,Ebubekir Hazim Tepeyran,"78,00",33,"52,26",
Sevgi Kavramı,Gülnar Yayınları,Nezih Yıldırım,"75,00",29,"53,25",
Jo’nun Oğulları,Tema Yayınları,Louisa May Alcott,"138,00",29,"97,98",
Senirkent Günlükleri,Tilki Kitap,Faden Sarıdaş,"118,00",33,"79,06",
Avaz,Morena Yayınevi,Tayfun Korkmaz,"90,00",33,"60,30",
Sular Taşarken,Od Kitap,Dursun Arslan,"170,00",23,"130,90",
Zinjiyan,Na Yayınları,Kenan Yıldızbakan,"50,00",23,"38,50",
Abbe Mouret`s Transgression,Platanus Publishing,Emile Zola,"528,00",33,"353,76",
Maviye Adanmış Bir Yolculuk,Feniks Yayınları,Ufuk Acar,"50,00",25,"37,50",
For a Night of Love,Platanus Publishing,Emile Zola,"188,00",33,"125,96",
Doctor Pascal,Platanus Publishing,Emile Zola,"528,00",33,"353,76",
Arap Siyasi Şiiri,Cantaş Yayınları,Muhammed Recai Gündüz,"85,00",18,"69,70",
A Love Episode,Platanus Publishing,Emile Zola,"528,00",33,"353,76",
Civina Nemiran,Nubihar Yayınları,Mela Ehmede Palo,"320,00",33,"214,40",
Babamın Hatırı Var,Liman Yayınevi,Can Seyfettin Al,"75,00",33,"50,25",
Claude`s Confession,Platanus Publishing,Emile Zola,"396,00",33,"265,32",
Kont,Lapis Kitap,Aşkın Nur Karataş,"249,00",33,"166,83",
Bitmemiş Şiirler,İstanbul Fetih Cemiyeti Yayınları,Yahya Kemal Beyatlı,"80,00",18,"65,60",
Kırlangıç Baharı,Herdem Kitap,Ozan Ağrı,"120,00",32,"81,60",
Yaşam Bir Seyahattir,Destek Yayınları,Mehmet Öğütçü,"440,00",28,"316,80",
Armageddon M.S. 2419,Fihrist Kitap,Philip Francis Novlan,"199,50",33,"133,67",
Hasbihal Gelişi Güzel Siyer Okumaları,Kitap Dünyası Yayınları,Halis Demir,"100,00",28,"72,00",
Dördü Çeyrek Geçe Hayatlar,Sander Yayınları,Buket Konur,"99,00",29,"70,29",
Sistematik Kelam,Hikmetevi Yayınları,Abdulhamit Sinanoğlu,"250,00",29,"177,50",
Four Short Stories,Platanus Publishing,Emile Zola,"500,00",33,"335,00",
Zeno’nun Bilinci,Elips Kitap,Italo Svevo,"184,00",33,"123,28",
Kuyruklu Hikayeler,Everest Yayınları,Ahmet Çakmak,"75,00",35,"48,75",
Türkiye Ve Dünyayı Kurtaracak Fikirler,İkinci Adam Yayınları,Mehmet Ali Sızan,"105,00",33,"70,35",
Roman Kitabı,Nobel Akademik Yayıncılık,Yıldırım B. Doğan,"147,00",18,"120,54",
Hasan Mellah Yahut Sır İçinde Esrar,Tema Yayınları,Ahmet Mithat Efendi,"354,00",29,"251,34",
Yolculuk Günlükleri,Can Yayınları,Albert Camus,"100,00",40,"60,00",
Ölmüş Yıldızların Işığıda,Sia Kitap,John Banville,"85,00",40,"51,00",
Yokuşkale Ziyaretçileri,Dorlion Yayınları,Ali Haydar Sak,"316,00",38,"195,92",
