Book Name,Publisher,Author,Discounted Price,Discount Percentage,New Price,Discounted Percentage
Eski Defterdekiler,Kopernik Kitap,Sermet Muhtar Alus,"105,00",33,"70,35",
Solal,Everest Yayınları,Albert Cohen,"245,00",35,"159,25",
Ali Çınar ve Kuzey Işıkları,Dionysos Yayın Group,Nuray Çalışkan,"150,00",33,"100,50",
Kazvini Acaibü’l-Mahlükat,Kapı Yayınları,Kolektif,"350,00",35,"227,50",
Satır Hikayeleri,Sarmal Kitabevi,Fatma Çal,"150,00",23,"115,50",
İki Sade Kahve,Dionysos Yayın Group,Süleyman Bulut,"300,00",33,"201,00",
Mehmet Akif ve Çanakkale,Nar Yayınları,Mustafa Özçelik,"140,00",18,"114,80",
Solal,Everest Yayınları,Albert Cohen,"325,00",35,"211,25",
Kılıçtaki Gizem,Nar Yayınları,Velid Dakka,"120,00",18,"98,40",
İçimdeki Sığıntı,Dionysos Yayın Group,Süleyman Bulut,"155,00",33,"103,85",
Şaman Masalları,Urzeni Yayıncılık,Timur B. Davletov,"120,00",23,"92,40",
Mali Hamal - Bir Mali Müşavirin Kaleminden,Almina Kitap,Turgut Çetin,"100,00",28,"72,00",
Kuram ve Uygulamada Eleştirel Okuma,Nobel Akademik Yayıncılık,Kolektif,"160,00",18,"131,20",
Montaigne’le Bir Yaz,Alfa Yayınları,Antoine Compagnon,"95,00",35,"61,75",
"Öğretmenler, Anne Babalar, Öğrenciler Bu Kitabı Okumalısınız",Tılsım Yayınevi,Cengiz Azman,"280,00",33,"187,60",
Tecrübeli Eldiven - Thibaut Courtois,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Top Sihirbazı - Sadio Mane,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Rönesans,Flamingo Yayınları,Jules Michelet,"250,00",27,"182,50",
Kaledeki Duvar - Manuel Neuer,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Korece Öğretmeni,Lotus Yayın Grubu,Seo Su - Jin,"152,00",1,"150,48",
Yakılmayan Mektuplar,Tılsım Yayınevi,Mehmet Yazıcı,"240,00",33,"160,80",
Kan Ahdi,Perseus,Onur Can Sümer,"349,00",38,"216,38",
Rooster Fighter 2,Yolgezer Yayınları,Shu Sakuratani,"120,00",23,"92,40",
Mezopotamya,Na Yayınları,Mahir Bagok,"130,00",23,"100,10",
The Secret of Constantinapolis,Roman Yayınevi,Mustafa Yurttutar,"200,00",23,"154,00",
Gün Batımı,Perseus,Şevval Şaşmaz,"349,00",38,"216,38",
Tarihe Düşülen Notlar -1,Gülnar Yayınları,Muhammed Işık,"195,00",28,"140,40",
Maktul 2419,Esinti Yayınları,Abdurrahman Yücesoy,"160,00",25,"120,00",
Katil 2419,Esinti Yayınları,Abdurrahman Yücesoy,"160,00",25,"120,00",
Türkiye Nerede Yanlış Yaptı,Yakın Kitabevi,Ahmet Kadıbeşegil,"200,00",23,"154,00",
Mihrican Vurgunu,Alaska Yayınevi,Fuat Bostancı,"110,00",13,"95,70",
Sisler Altında Biz,Mavi Gök Yayınları,Mehmet Kürşad Yavan,"150,00",33,"100,50",
İhtiyatsız Adam,İthaki Yayınları,Kemal Aratan,"210,00",45,"115,50",
Deyişbilim,Mavi Gök Yayınları,Üveys Ülker,"90,00",33,"60,30",
Dune Film Kapağı,İthaki Yayınları,Frank Herbert,"350,00",45,"192,50",
Şehre Giriş Talimi,Mavi Gök Yayınları,Oğuz Ertürk,"110,00",33,"73,70",
Taşların Fısıldadığı,Mavi Gök Yayınları,Ayşe Ay,"110,00",33,"73,70",
Habil`in Başına Gelmeyenler,Mavi Gök Yayınları,Atakan Mustafa Doğan,"100,00",33,"67,00",
Ben Yazar Suat Derviş,İthaki Yayınları,Kolektif,"225,00",45,"123,75",
İkimizin Son Türkçesi,Mavi Gök Yayınları,Tugay Kaban,"100,00",33,"67,00",
Fujiyamasan 1,Yolgezer Yayınları,Makoto Ojiro,"120,00",18,"98,40",
İntihar Eden Öğretmen Okulu,Edebiyatist,Necati Küçük,"240,00",28,"172,80",
Leşçilin Kitabı,Mavi Gök Yayınları,Ümit Can Tosun,"110,00",33,"73,70",
Babam Bir Vtuber?! 3,Yolgezer Yayınları,Wataru Akashingou,"120,00",18,"98,40",
Babam Bir Vtuber?!,Yolgezer Yayınları,Wataru Akashingou,"120,00",18,"98,40",
Rooster Fighter 1,Yolgezer Yayınları,Shu Sakuratani,"120,00",18,"98,40",
Babam Bir Vtuber?! 2,Yolgezer Yayınları,Wataru Akashingou,"120,00",18,"98,40",
Kalemlere Sor,Kuytu Yayınları,Zeliha Akçal Keser,"120,00",23,"92,40",
Dağın Gelini Jiyan,Ceren Kitap,Hasan Eser,"100,00",33,"67,00",
Sen ve Ben,Gülnar Yayınları,Murat Gündüz,"180,00",28,"129,60",
Hapsetmenin İdealleştirilmesinden İdolleştirilmesine: Devlet ve Hapsetme,Adalet Yayınevi,Kurtuluş Tayanç Çalışır,"331,00",8,"304,52",
Pucepe,Ayrıkotu Yayınları,Murğulişi Muradi,"160,00",28,"115,20",
Kavganın Işıklı Yamaçlarında,Ceylan Yayınları,Serkan Günebakan,"180,00",33,"120,60",
Bir Çöküşün Hikayesi,KİTAPPAZARI Yayınları,Stefan Zweig,"50,00",33,"33,50",
Bulantı Çağından Notlar Bir Savcının Hayata Dair Notları,Adalet Yayınevi,Kurtuluş Tayanç Çalışır,"425,00",8,"391,00",
Tuhaf Hikayeler,Cinius Yayınları,İstenç Karaçam,"100,00",33,"67,00",
Zamanda Dans,Cinius Yayınları,Esra İnal,"140,00",33,"93,80",
Cadıların Cenneti 3,Athica Yayınları,Yumeji,"140,00",23,"107,80",
Gömülü Şamdan,KİTAPPAZARI Yayınları,Stefan Zweig,"70,00",33,"46,90",
Ada ile Deniz,Cinius Yayınları,Gül Behar,"100,00",33,"67,00",
Bir Kadının 24 Saati,KİTAPPAZARI Yayınları,Stefan Zweig,"50,00",33,"33,50",
Ne Kaldı Bizden Geriye,Destek Yayınları,Mehmet Alkaya,"180,00",28,"129,60",
Ziba Ejderha,Cinius Yayınları,Aryo Çetin,"100,00",33,"67,00",
The Night-Born,Liber Publishing,Jack London,"140,00",23,"107,80",
The Trial,Liber Publishing,Franz Kafka,"160,00",23,"123,20",
What is Man,Liber Publishing,Mark Twain,"100,00",23,"77,00",
Küçük Napolyon,Kırmızı Kedi Yayınevi,Victor Hugo,"120,00",28,"86,40",
The Picture Of Dorian Gray,Liber Publishing,Oscar Wilde,"200,00",23,"154,00",
Utopia,Liber Publishing,Thomas More,"120,00",23,"92,40",
The Lily Of The Valley,Liber Publishing,Honore de Balzac,"200,00",23,"154,00",
Bir Sürgünün Yarım Kalmış Şiirleri,Adalet Yayınevi,Kurtuluş Tayanç Çalışır,"169,00",8,"155,48",
İnsanların Şekillendirdiği Bir Dünyada Hayvanları Nasıl Sevmeli?,Koç Üniversitesi Yayınları,Henry Mance,"180,00",28,"129,60",
Felsefi Varoluşu Duyumsamak Ayışığına Mektuplar,Adalet Yayınevi,Kurtuluş Tayanç Çalışır,"230,00",8,"211,60",
Polisin Kilit Taşı Din: Atina Örneği,Adalet Yayınevi,Cemre Belçim Gölbaşı,"203,00",8,"186,76",
Parla ve Yan,Yitik Ülke Yayınları,Turgay Kantürk,"130,00",18,"106,60",
Atlıkarınca,Pikaresk Yayınevi,Turgut Kızıldağ,"200,00",33,"134,00",
Dünya Denen Defter,Yitik Ülke Yayınları,Turgay Kantürk,"130,00",18,"106,60",
"Aşk, Deniz",Livera Yayınevi,Pascal Quignard,"315,00",18,"258,30",
Yol Perçemleri,Pikaresk Yayınevi,Ertuğrul Aydın,"150,00",33,"100,50",
Sözlük Odası,Pikaresk Yayınevi,Mehmet Gündoğan,"160,00",33,"107,20",
Çolak Melek,Pikaresk Yayınevi,Mehmet Fırat Pürselim,"160,00",33,"107,20",
Zacmozac,Pikaresk Yayınevi,Merve Gülçin Koçakoğlu,"180,00",33,"120,60",
Enis Batur`a Mektuplar ve Ankara Yazıları,Metis Yayınları,Bilge Karasu,"120,00",18,"98,40",
Olağanüstü Bir Gece,KİTAPPAZARI Yayınları,Stefan Zweig,"50,00",33,"33,50",
Satranç,KİTAPPAZARI Yayınları,Stefan Zweig,"50,00",33,"33,50",
Hayatın Mucizeleri,KİTAPPAZARI Yayınları,Stefan Zweig,"60,00",33,"40,20",
Etik Bir Değer Olarak İnsan İlişkilerinde Sevgi,Gece Kitaplığı,Gürol Zırhlıoğlu,"222,00",38,"137,64",
Püsküllü Deve,KİTAPPAZARI Yayınları,Samed Behrengi,"50,00",33,"33,50",
Duyguların Melodisi,Gece Kitaplığı,Safiye Özkul,"111,00",38,"68,82",
Korku,KİTAPPAZARI Yayınları,Stefan Zweig,"60,00",33,"40,20",
Sihirli Kelimeler – İstediğinizi Elde Etmek İçin Ne Söylemelisiniz?,The Kitap,Jonah Berger,"249,00",33,"166,83",
Mecburiyet,KİTAPPAZARI Yayınları,Stefan Zweig,"50,00",33,"33,50",
Mürebbiye,KİTAPPAZARI Yayınları,Stefan Zweig,"60,00",33,"40,20",
Filibe`nin Atlas Bohçaları,Gece Kitaplığı,Hülya Bartu,"429,00",38,"265,98",
Kuruluş Gök Kubbenin Altında,Çınaraltı Yayınları,Cavit Kırcı,"175,00",33,"117,25",
Kan İftirası,Yakın Kitabevi,Bülent Şenocak,"120,00",27,"87,60",
Gülebakan,Değişim Yayınları,Yusuf Ertuğrul Erdem,"296,00",18,"242,72",
Miri Malı Çarşısı,Değişim Yayınları,Arzu Bosnevi,"296,00",18,"242,72",
Savaşın Çocukları,Remzi Kitabevi,Ahmet Yorulmaz,"100,00",28,"72,00",
Gel Gönlümü Yuva Yap,Scala Yayıncılık,Kazım Kılınç,"200,00",33,"134,00",
Ceyl`An,Düş Kurguları Yayıncılık,Ceylan Pamir,"200,00",38,"124,00",
Zaman Kayıttır,Şey Kitap,Egemen Bostancı,"500,00",33,"335,00",
Medici II: Gücün Efendisi Muhteşem Lorenzo,Epsilon Yayınevi,Matteo Strukul,"245,00",40,"147,00",
Nietzsche Neden Delirdi?,Scala Yayıncılık,Ayşe Şirin Çakmakçı,"200,00",33,"134,00",
Mutluluk Çocuklukta,Şey Kitap,Nihat Filiz,"150,00",33,"100,50",
Funda,Şey Kitap,Atila Er,"100,00",33,"67,00",
Kekeleme,Şey Kitap,Nazmi Bayrı,"100,00",33,"67,00",
Tanrıça Bilgeliği,Butik Yayınları,Tanishka,"264,00",33,"176,88",
Park Kafe`de Bir Adam,Şey Kitap,Atila Er,"120,00",33,"80,40",
Kedim Gözbebeklerimi Yer mi?,Epsilon Yayınevi,Caitlin Doughty,"188,50",40,"113,10",
Sabırsız Yürek,Kırmızı Kedi Yayınevi,Stefan Zweig,"150,00",28,"108,00",
Ayvalık ve Körfez Yazıları,Akademisyen Kitabevi,Savaş Sönmez,"275,00",13,"239,25",
Tipografik,Sonçağ Yayınları,Mustafa Günay,"198,00",18,"162,36",
Kazım Stenografisi ve Türk Stenografisi,Dorlion Yayınları,Muallim Hüseyin Kazım,"80,00",38,"49,60",
Konovalov,Dorlion Yayınları,Maksim Gorki,"80,00",38,"49,60",
Muhafazakar Bir Yahudi`nin Çalışmaları,Dorlion Yayınları,Solomon Schechter,"207,00",38,"128,34",
Ali Canip Hayatı Ve Eserleri,Dorlion Yayınları,Sadettin Nüzhet Ergun,"80,00",38,"49,60",
Mevsimin Kırdığı Yerden Yeşermek,Çizge Yayınevi,Selim Seydan Övet,"140,00",23,"107,80",
Doğruluğun Peşinde Son Akıncı 10+Yaş,Öğretmen Yazarlar,Hasan Kaçar,"167,00",23,"128,59",
Çocuk İstemiyorum,Dorlion Yayınları,Clement Vautel,"155,00",38,"96,10",
Kart Beş Kasabadaki Macera Hikayesi,Dorlion Yayınları,Arnold Bennett,"173,00",38,"107,26",
Önemsiz Bir Adamın Günlüğü,Dorlion Yayınları,Weedon Grossmith,"125,00",38,"77,50",
Amazon Kadınları: Ok ve Yay,Od Kitap,Derya Kaya,"200,00",23,"154,00",
Kafa Avcısı,Dorlion Yayınları,Edgar Wallace,"160,00",38,"99,20",
Maden,Efsus Yayınları,Taha Yeşiltepe,"169,00",33,"113,23",
Nene Hatun; Kahramanlarla Zamanda Seyahat - 4,Efsus Yayınları,İrfan Toprak,"80,00",33,"53,60",
Sonra Ne Oldu,Gülnar Yayınları,Sibel Yıldız Erden,"220,00",28,"158,40",
Tanner Kardeşler,Can Yayınları,Robert Walser,"184,00",40,"110,40",
Bir İngiliz Gazetecinin Osmanlı Anıları 1896 – 1908,Dorlion Yayınları,Sidney Whitman,"168,00",38,"104,16",
Les Miserables Volume I-II-III,Liber Publishing,Victor Hugo,"600,00",23,"462,00",
Cinnetten Cennete - Kurtuluşa Giden Yol Yürekten Başlar,Efsus Yayınları,İsmail Sağır,"120,00",33,"80,40",
Yakıcı Sır,KİTAPPAZARI Yayınları,Sfetan Zweig,"60,00",33,"40,20",
Kastamonu’da Kut’ül Amare Esirinin Anıları,Dorlion Yayınları,Harry Coghill Watson Bishop,"125,00",38,"77,50",
Pride and Prejudice,Liber Publishing,Jane Austen,"350,00",23,"269,50",
Şairler Abartır,Kırmızı Çatı Yayınları,İsmail Müezzinoğlu,"165,00",23,"127,05",
Doğuda Bir Mevsim,Kırmızı Çatı Yayınları,Müşerref Kaya,"180,00",23,"138,60",
Les Miserables Volume IV-V,Liber Publishing,Victor Hugo,"500,00",23,"385,00",
Mavi Melek,Dorlion Yayınları,Heinrich Mann,"108,00",38,"66,96",
Londra’daki Kan İzleri 1944,Dorlion Yayınları,Vedat Örfi Bengü,"147,00",38,"91,14",
Sarı Kral,Dorlion Yayınları,Robert W. Chambers,"186,00",38,"115,32",
Pazar Yazıları,Kırmızı Çatı Yayınları,Necdet Dervişoğlu,"235,00",23,"180,95",
1800’lü Yıllarda Anadolu’da İki Gezgin,Dorlion Yayınları,William Lewis Sachtleben,"147,00",38,"91,14",
Mavinin Sıırı,Kırmızı Çatı Yayınları,Mehmet Bür,"165,00",23,"127,05",
Bir Mücadelenin Tasviri,KİTAPPAZARI Yayınları,Franz Kafka,"60,00",33,"40,20",
Milena`ya Mektuplar,KİTAPPAZARI Yayınları,Franz Kafka,"130,00",33,"87,10",
Açlık Sanatçısı,KİTAPPAZARI Yayınları,Franz Kafka,"50,00",33,"33,50",
Ayışığı Sokağı,KİTAPPAZARI Yayınları,Stefan Zweig,"50,00",33,"33,50",
Sırça Köşk,KİTAPPAZARI Yayınları,Sabahattin Ali,"60,00",33,"40,20",
Babaya Mektup,KİTAPPAZARI Yayınları,Franz Kafka,"60,00",33,"40,20",
Dava,KİTAPPAZARI Yayınları,Franz Kafka,"140,00",33,"93,80",
Yeni Dünya,KİTAPPAZARI Yayınları,Sabahattin Ali,"80,00",33,"53,60",
Amok Koşucusu,KİTAPPAZARI Yayınları,Stefan Zweig,"50,00",33,"33,50",
Dönüşüm,KİTAPPAZARI Yayınları,Franz Kafka,"60,00",33,"40,20",
Triptikler,Everest Yayınları,Ann Quin,"149,00",35,"96,85",
Hayvan Çiftliği,KİTAPPAZARI Yayınları,George Orwell,"90,00",33,"60,30",
Bilinmeyen Bir Kadının Mektubu,KİTAPPAZARI Yayınları,Stefan Zweig,"50,00",33,"33,50",
Stefan Zweig Seti 13 Kitap,KİTAPPAZARI Yayınları,Stefan Zweig,"710,00",33,"475,70",
Haberler,Everest Yayınları,Alain de Botton,"175,00",35,"113,75",
1984,KİTAPPAZARI Yayınları,George Orwell,"140,00",33,"93,80",
Paris ve Londra`da Beş Parasız,KİTAPPAZARI Yayınları,George Orwell,"140,00",33,"93,80",
Sabahattin Ali Seti 8 Kitap,KİTAPPAZARI Yayınları,Sabahattin Ali,"750,00",33,"502,50",
George Orwell Seti 4 Kitap,KİTAPPAZARI Yayınları,George Orwell,"510,00",33,"341,70",
Yolculuk ve Diğer Şeyler,Çıra Yayınları,Ekrem Elmas,"120,00",28,"86,40",
Yıldız Gezgini Bez Cilt,Koridor Yayıncılık,Jack London,"125,00",28,"90,00",
Bir Garip Sevda Türküsü,Alaska Yayınevi,Ömer Kaya,"100,00",13,"87,00",
Altı Üstü,Ayrıkotu Yayınları,Ümit Yalçın Doğan,"158,00",28,"113,76",
Wigan İskelesi Yolu,KİTAPPAZARI Yayınları,George Orwell,"140,00",1,"138,60",
Hayat Harran Duha,Sokak Kitapları Yayınları,Güzide Behram,"60,00",38,"37,20",
Dr. Moreau`nun Adası Bez Cilt,Koridor Yayıncılık,H.G. Wells,"90,00",28,"64,80",
Buluş - Kıtlık,Sokak Kitapları Yayınları,Emre Yeten,"100,00",38,"62,00",
Naze,Sidar Yayınları,Onur Kutlu,"120,00",33,"80,40",
Hayal Kırıntısı,Fırad Yayınları,Fatma Polat,"120,00",33,"80,40",
Uçurum Çiçeği,Fırad Yayınları,Fırat Karakoç,"120,00",33,"80,40",
Nemide,Dorlion Yayınları,Halid Ziya Uşaklıgil,"125,00",38,"77,50",
Öğretimde Hikayeleştirme,Altın Kitaplar,Ceren Moghaddam,"150,00",23,"115,50",
Zihnimdeki Sözler,Fırad Yayınları,Murat Özakıncı,"100,00",33,"67,00",
Kayıp Hikayenin Peşinde - Tesadüf-i Acibe ve Hikaye-i Garibe,Vakıfbank Kültür Yayınları,Ahmed Rifat,"210,00",23,"161,70",
Uyanmadan Önce,Sokak Kitapları Yayınları,Mesut Coşkun,"100,00",38,"62,00",
Benim De Babam Öldü,Sokak Kitapları Yayınları,Çağrı Ziyan,"100,00",38,"62,00",
Berzem,Kronik Kitap,Erkan Göksu,"95,00",45,"52,25",
Bekleyiş,İkinci Adam Yayınları,Tahsin Çayıroğlu,"135,00",33,"90,45",
Tutsak Anılar,Sokak Kitapları Yayınları,Mahmut Esat Güven,"100,00",38,"62,00",
Metafor,Vakıfbank Kültür Yayınları,David Punter,"220,00",23,"169,40",
Genleri Kontrol Edilenler,İkinci Adam Yayınları,Gıyasettin Keyhüsrev Eker,"240,00",33,"160,80",
Cabbar-Soğuk Yıllar 2,Liman Yayınevi,Müslüm Güç,"172,00",33,"115,24",
Demlenmiş Anılarım,Fırad Yayınları,Süphan Yalçın,"120,00",33,"80,40",
Zaman Bende Sen Kadar Geçmeyendir,İkinci Adam Yayınları,Muhammed Ali Giray,"135,00",33,"90,45",
Dünden Bugüne Şiirlerim,Liman Yayınevi,Abidin Karabudak,"105,00",33,"70,35",
Avşar Ellerinde Hey Gidi Günler,Liman Yayınevi,Latif Ayhan,"280,00",33,"187,60",
Karahanlı Türkçesinde Tasarlama Kiplerinin Kiplik İşlevleri,Bilge Kültür Sanat,Aslı Zengin,"160,00",23,"123,20",
Geçit Vermeyen - Virjil Van Dijk,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Temel ve Dursun - Soçi`ye Yüzen Tirabzonlu Uşaklar,Liman Yayınevi,Fahri Kurtuluş,"97,00",33,"64,99",
Göçebe Yazıtları,Liman Yayınevi,Ozan Çağım Şiyve,"85,00",33,"56,95",
Mustafa Kutlu Beşlemesi Bağlamında Türkiye`de Toplumsal Değişme,Bilge Kültür Sanat,İbrahim Keş,"140,00",23,"107,80",
Sözcüklerin Kökenlerine Etimoloji Yolculuğu: Tarihi Türk Lehçelerinde Farazi Kök *yV- Örneği,Bilge Kültür Sanat,Ahmet Karaman,"220,00",23,"169,40",
Mücadele,Liman Yayınevi,Atila İnce,"250,00",33,"167,50",
Yarılma,Lejand,Gün Zileli,"327,50",23,"252,18",
Zenci Kalınız!,Everest Yayınları,Cihat Burak,"225,00",35,"146,25",
Gözlerindeki Sır,İkinci Adam Yayınları,Burak Er,"125,00",33,"83,75",
Efsane Golcü - Karim Benzema,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Bozuk Satıh,İkinci Adam Yayınları,Muhammed Oğuzcan,"145,00",33,"97,15",
Madrid’in Dinamosu - Aurelien Tchouameni,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Karanlığı Taramak,Alfa Yayınları,Philip K. Dick,"245,00",35,"159,25",
Sıradışı Bir Kimyacı,Ceres Yayınları,Güliz Kanuni Tunçay,"130,00",28,"93,60",
Harika Çocuk - Gianluigi Donnarumma,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Norveçli Gol Makinesi - Erling Haaland,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Brezilyalı Golcü- Carlos Vinicius,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Tüm Zamanların En İyisi - Lionel Messi,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Sambacı Yıldız – Neymar,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Bay Gol - Lautaro Martinez,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Sahaların Yıldızı - Mohamed Salah,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Süper Yıldız - Kevin De Bruyne,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Durdurulamayan Hız - Kylian Mbappe,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Süper Yetenek - Jude Bellingham,Gece Kitaplığı,Ada Gökce,"70,00",38,"43,40",
Küçük Bir Kız Çocuğu,Gece Kitaplığı,Ozan Sari,"122,00",38,"75,64",
Hikayem Sana Emanet,Gece Kitaplığı,Tayyibe Taşkın,"135,00",38,"83,70",
Kral Süleymanın Keçisi,Gece Kitaplığı,Willard Bartlett,"123,00",38,"76,26",
Flash Cilt 6: Cehennemde Soğuk Bir Gün,Arka Bahçe Yayıncılık,Michael Moreci,"240,00",33,"160,80",
Mevlana ve Montaigne,Sarmal Kitabevi,Ersin Özdil,"220,00",23,"169,40",
??????? Uysal Bir Kız Rusça,Sapiens Yayınları,Fyodor Mihayloviç Dostoyevski,"80,00",33,"53,60",
Menfa,Sapiens Yayınları,Ahmet Mithat Efendi,"120,00",33,"80,40",
Divan,Diyanet İşleri Başkanlığı,Ömer Demirbağ,"100,00",30,"70,00",
Fare Çocuk,2E Kitap,Özlem Pınar Ivaşçu,"60,00",28,"43,20",
Teen Titans: İlk Yıl,Arka Bahçe Yayıncılık,Amy Wolfram,"220,00",33,"147,40",
Kültür,Tellekt,Terry Eagleton,"151,00",40,"90,60",
??????? Çocukluğum Rusça,Sapiens Yayınları,Maksim Gorki,"200,00",33,"134,00",
Arıların Tarihi,Delidolu,Maja Lunde,"299,00",23,"230,23",
??????? ???????????? Bir Delinin Hatıra Defteri Rusça,Sapiens Yayınları,Gogol,"76,00",33,"50,92",
Müsrif Deha Nikola Tesla,İnkılap Kitabevi,John O`Neill,"125,00",28,"90,00",
Film Şeridi Gibi,Uyanış Yayınevi,Mihrap Altıntaş,"100,00",43,"57,00",
Cenin ve Cellat,Vadi Yayınları,Oğuzhan Değirmencioğlu,"150,00",28,"108,00",
Adı “Ayrılık” Olsun,Uyanış Yayınevi,Uğur Çelik,"120,00",43,"68,40",
Tezgahı Bilen Mutfağı Bilir,Amorf Kitap,Fırat Siriş,"160,00",23,"123,20",
Havakukukuşya,Dorlion Yayınları,Efe Toy,"331,00",38,"205,22",
Hisli Hayaller Kumpanyası,Yason Yayıncılık,Neşat Samat,"92,00",38,"57,04",
Ödülsüz,Mavi Gök Yayınları,Uğur Ergün,"90,00",33,"60,30",
Zihni Hüküm,Dorlion Yayınları,Eda Yıldız,"97,00",38,"60,14",
Büyük Gösteri,Herdem Kitap,Haşim Akdenizli,"180,00",33,"120,60",
Arayış,Siyah Beyaz Yayınları,Ömer Yıldız,"150,00",33,"100,50",
Kundakçı,Epsilon Yayınevi,Zoraida Cordova,"265,00",40,"159,00",
Son Yarış,Grius Yayınları,Fatmanur Peçe,"100,00",28,"72,00",
1984,Grius Yayınları,George Orwell,"100,00",28,"72,00",
Kayıp Anahtarlık - Son Yarış 2,Grius Yayınları,Fatmanur Peçe,"110,00",28,"79,20",
Mezarlık Koleksiyoncusu,Banliyö Kitap,Esra Uzun,"60,00",23,"46,20",
Kurttutan Destanı,Klaros Yayınları,Ramis Dara,"100,00",33,"67,00",
Kördüğüm Aşk veya Göç,Akif Yayınları,Eyyüp Yılmaz,"290,00",33,"194,30",
Papatya Kokulu Mısralar,Vova Yayınları,Emine İlgin,"75,00",23,"57,75",
Sihirli Hayatlar Şiirli Hatıralar,Klaros Yayınları,Veysel Çolak,"140,00",33,"93,80",
Suskun Şiirler - 1,Ceylan Yayınları,Hüseyin Algül,"100,00",33,"67,00",
Kör Alan ve Dekadrajda Röveşata,Klaros Yayınları,Zehra Serra,"200,00",33,"134,00",
Kötü Miras,Klaros Yayınları,Eren Özçelik,"100,00",33,"67,00",
Düşünce Rüyadan Düşünce ve Anti Parzen’in II. Manifestosu,Dorlion Yayınları,Keyvan Fathi Rezaei,"98,00",38,"60,76",
Firdevs Çiçekleri Rubai Şiirler,Akif Yayınları,Eyyüp Yılmaz,"135,00",33,"90,45",
Çin Çin Çini Mini Hanım,Banliyö Kitap,Benan Bilek,"98,00",23,"75,46",
Gölgesiz,Elhamra Yayınları,Cenk Enes Özer,"242,00",23,"186,34",
Kent Kokusu,Metinlerarası Kitap,Gökhan Uykaz,"140,00",28,"100,80",
Laf Ebesi`nin Ödemiş`i,Galeati Yayıncılık,Serra Menekay,"175,00",33,"117,25",
Zamansız,Elhamra Yayınları,Cenk Enes Özer,"199,00",23,"153,23",
İnadına…,İzan Yayıncılık,Burhan Tat,"110,00",33,"73,70",
Adı Sevgi,Vova Yayınları,Bilgi Özkay,"110,00",23,"84,70",
Bir Ateşten Bir Buzdan,Klaros Yayınları,Fatma Aras,"100,00",33,"67,00",
Ağustos Deplasmanı,Klaros Yayınları,Yakup Diker,"150,00",33,"100,50",
Gönül Pınarım,KN Yayıncılık,Hüseyin Yıldız,"178,00",28,"128,16",
Alakır Bozkırı,Klaros Yayınları,Sezgin Opçin,"150,00",33,"100,50",
Akoda - Kral Moon,Klaros Yayınları,Hüseyin Soner Biçer,"180,00",33,"120,60",
Kavuşma Kuramı,Kuytu Yayınları,Özgür Küpçü,"120,00",23,"92,40",
Sözün Aynası,Kuytu Yayınları,Nevin İleri,"140,00",23,"107,80",
Irene Melıkoff Sırrı Aşikar Eyledi,Sia Kitap,Nurdan Arca,"130,00",40,"78,00",
Sitare`m,Alaska Yayınevi,Okan Cevahir,"130,50",13,"113,54",
Modern Yalnızlık,Kuytu Yayınları,Murat Kayış,"120,00",23,"92,40",
Bahur,Kuytu Yayınları,Çağatay Kılıç,"150,00",23,"115,50",
Sabahattin Ali - Bütün Şiirleri - Ses - Hikayeler,Kaptan Kitap,Sabahattin Ali,"100,00",23,"77,00",
Şefin Menüsü,Hep Kitap,Hisaşi Kaşivai,"135,00",28,"97,20",
Saat Tarihi Notlarım,Mitra Yayınları,Aydın Akyüz,"150,00",33,"100,50",
Şehir Kadar Büyür Yalnızlık,Kanguru Yayınları,Uğur Zafer,"70,00",33,"46,90",
Sır,Sahi Kitap,Domenico Starnone,"200,00",28,"144,00",
Yüreği Avucunda,Kanguru Yayınları,Cihat Solmaz,"80,00",33,"53,60",
Nesini Söyleyim,Biz Kitap,Burhan Şeşen,"200,00",33,"134,00",
Russia In The Shadows,Liber Publishing,H.G. Wells,"80,00",23,"61,60",
The Daughter Of The Commandant,Liber Publishing,Alexander S. Pushkin,"120,00",23,"92,40",
The Door in the Wall And Other Stories,Liber Publishing,H.G. Wells,"120,00",23,"92,40",
The Cutious Case of Benjamin Button,Liber Publishing,F. Scott Fitzgerald,"70,00",23,"53,90",
CC4444,Tilki Kitap,Hakan Özcivelek,"316,00",33,"211,72",
The Burning Secret,Liber Publishing,Stefan Zweig,"90,00",23,"69,30",
Suyun Şırıltısında Anadolu,Almina Kitap,Kenan Döner,"130,00",28,"93,60",
